sex,internetdailyhour,transport,vehicletype,monthlygrocerybill,frequencyoftravelingbyair,vehiclemonthlydistancekm,wastebagweeklycount,timespentonpc,carbonemission
male,6,private,lpg,205,never,9179,6,0,4261
female,2,walk/bicycle,,234,very frequently,66,3,5,1676
female,16,walk/bicycle,,264,frequently,7,5,0,1742
female,20,public,,272,frequently,756,5,1,2109
female,7,walk/bicycle,,169,very frequently,76,4,22,2178
female,3,public,,57,rarely,1110,7,8,1629
male,21,private,diesel,264,frequently,2165,2,19,3226
male,4,public,,171,frequently,1632,2,1,1353
female,18,public,,209,frequently,1735,1,11,1572
female,5,public,,175,never,341,7,0,1066
female,11,private,lpg,148,never,3722,1,4,1843
female,15,walk/bicycle,,137,frequently,15,3,3,1918
male,17,private,electric,259,frequently,3913,7,3,3229
female,5,walk/bicycle,,267,rarely,94,6,9,1850
female,19,private,lpg,77,frequently,3116,4,24,2787
female,19,public,,199,frequently,1031,6,20,1571
male,8,private,electric,113,very frequently,8782,3,0,2087
male,19,private,lpg,277,very frequently,4384,4,14,4013
male,23,private,hybrid,274,never,2943,4,4,2323
male,6,private,hybrid,239,frequently,3616,1,22,2860
male,7,walk/bicycle,,243,very frequently,32,6,8,2531
female,0,walk/bicycle,,90,rarely,66,4,14,932
female,15,public,,208,never,1040,3,20,1299
male,13,private,petrol,250,rarely,213,5,19,1263
male,0,public,,223,frequently,1739,5,13,1732
female,9,walk/bicycle,,268,very frequently,70,7,0,3399
female,9,public,,115,very frequently,440,1,2,2129
female,22,private,petrol,52,very frequently,30,4,24,2242
male,11,public,,295,never,1307,3,9,2009
male,2,public,,248,frequently,983,1,1,1781
male,24,walk/bicycle,,78,very frequently,58,4,17,2338
female,18,private,hybrid,138,frequently,8374,5,3,4213
female,1,walk/bicycle,,217,very frequently,85,7,6,2495
male,19,private,lpg,52,rarely,9742,7,6,5041
female,14,walk/bicycle,,118,rarely,53,7,5,1930
female,0,private,electric,145,rarely,7282,3,6,843
male,0,private,hybrid,265,rarely,8005,2,24,2568
female,14,public,,230,very frequently,961,5,5,2065
female,4,public,,101,rarely,1507,7,8,2383
male,7,walk/bicycle,,196,very frequently,50,5,5,3044
female,24,walk/bicycle,,159,rarely,24,2,4,1433
female,11,private,petrol,110,never,9622,5,12,4437
female,1,walk/bicycle,,217,rarely,98,2,11,1218
male,3,public,,222,never,312,6,10,1992
male,12,private,hybrid,158,rarely,5413,3,15,2430
female,8,walk/bicycle,,235,frequently,60,3,23,1552
male,14,walk/bicycle,,219,rarely,34,6,23,2000
female,14,public,,288,never,826,7,4,1618
male,4,private,diesel,85,frequently,1510,2,11,2431
female,15,walk/bicycle,,144,frequently,11,6,8,1432
female,13,public,,129,never,801,3,17,1562
female,2,public,,264,rarely,1717,4,7,1517
female,1,private,diesel,198,never,5457,3,21,2251
male,19,walk/bicycle,,179,frequently,42,5,16,2310
female,5,walk/bicycle,,284,never,60,2,22,1171
male,7,walk/bicycle,,141,never,15,3,1,1168
male,22,private,hybrid,103,never,1703,6,24,1595
female,14,private,electric,92,never,1088,4,6,1656
female,15,public,,50,rarely,1764,7,4,1349
female,17,private,diesel,136,rarely,5808,7,8,3015
male,17,private,lpg,176,very frequently,3873,5,8,4784
female,9,public,,70,frequently,286,4,3,1470
male,15,private,hybrid,267,never,8305,2,13,2877
female,23,walk/bicycle,,201,rarely,67,1,10,1302
male,24,walk/bicycle,,245,frequently,94,3,3,2349
female,19,walk/bicycle,,261,frequently,34,5,16,2423
female,13,walk/bicycle,,289,never,82,1,14,924
male,11,walk/bicycle,,59,rarely,75,2,8,1284
female,6,walk/bicycle,,153,rarely,72,2,22,1077
female,4,public,,101,very frequently,1759,6,17,2632
male,16,private,lpg,132,never,8699,4,15,4737
male,19,walk/bicycle,,235,rarely,93,2,1,1023
male,22,public,,61,rarely,773,2,14,1437
male,4,walk/bicycle,,182,frequently,91,2,14,2111
male,5,public,,120,never,449,1,10,2458
female,9,walk/bicycle,,122,never,92,2,17,837
female,19,private,lpg,294,frequently,5071,2,3,3317
female,9,walk/bicycle,,184,frequently,71,3,14,1835
male,11,private,diesel,178,rarely,9351,4,1,4489
female,5,public,,125,very frequently,683,3,23,2010
female,6,walk/bicycle,,277,rarely,87,1,11,1214
female,23,public,,83,rarely,1301,6,14,2127
male,9,private,petrol,110,frequently,9789,3,9,6447
male,24,private,lpg,293,rarely,3438,1,21,2522
female,7,walk/bicycle,,176,rarely,30,3,20,1223
male,19,private,electric,83,rarely,5467,4,7,1424
female,3,private,lpg,88,never,5492,7,14,2815
female,0,walk/bicycle,,209,very frequently,56,5,15,2830
male,0,private,lpg,130,very frequently,4638,1,14,3395
male,0,private,lpg,138,rarely,4770,2,6,3662
female,5,private,diesel,145,frequently,2157,7,7,2588
male,12,private,petrol,260,rarely,7561,4,15,4359
female,4,private,lpg,222,rarely,8831,2,10,3032
female,18,walk/bicycle,,244,rarely,31,5,22,1359
male,14,private,hybrid,58,very frequently,2576,5,12,2549
female,18,private,electric,168,rarely,6830,1,12,1144
female,24,walk/bicycle,,219,rarely,23,1,20,1409
female,7,walk/bicycle,,133,never,92,4,6,956
male,10,public,,159,rarely,1301,3,2,1309
male,7,walk/bicycle,,154,very frequently,90,5,20,2677
male,19,public,,236,never,1770,2,11,1438
female,11,private,petrol,216,very frequently,1291,6,17,3363
female,10,private,lpg,240,rarely,3495,1,8,2572
male,1,walk/bicycle,,132,frequently,55,5,3,2021
male,1,public,,101,very frequently,834,7,20,2776
male,6,walk/bicycle,,209,very frequently,89,6,8,3586
female,18,public,,136,rarely,1821,1,16,617
male,21,public,,294,rarely,1337,3,5,2623
male,12,public,,233,never,1027,1,18,1928
female,17,private,electric,288,frequently,1937,7,5,2120
male,3,private,hybrid,97,frequently,2971,6,17,2679
male,12,walk/bicycle,,298,frequently,23,1,24,1723
female,8,public,,150,very frequently,1619,7,13,2142
female,8,walk/bicycle,,80,very frequently,52,3,16,2773
female,15,public,,103,never,1704,3,19,1884
male,10,walk/bicycle,,267,rarely,76,3,14,2137
male,14,public,,134,never,1346,7,18,2444
female,14,walk/bicycle,,283,very frequently,32,6,11,2974
female,18,walk/bicycle,,64,frequently,30,4,13,1861
female,23,walk/bicycle,,81,rarely,79,4,15,1214
female,5,private,lpg,75,very frequently,2946,7,22,3004
male,3,private,petrol,52,very frequently,6418,3,0,4155
female,13,private,hybrid,254,frequently,4180,5,21,2232
female,1,private,hybrid,185,never,4358,4,3,1185
male,22,private,electric,66,never,449,1,17,802
male,1,walk/bicycle,,166,very frequently,36,5,1,2916
male,8,private,electric,194,never,9124,5,11,1678
male,0,walk/bicycle,,266,frequently,38,4,14,1602
female,2,private,lpg,226,rarely,4909,3,8,2690
male,20,public,,261,never,1632,2,17,1323
male,11,walk/bicycle,,75,frequently,24,5,0,1974
female,6,private,lpg,190,never,7909,3,20,2959
female,8,public,,125,never,1813,7,17,1260
female,5,walk/bicycle,,155,frequently,13,5,23,1998
female,4,private,lpg,275,very frequently,8404,3,3,5071
female,1,public,,152,rarely,1299,6,21,1717
male,2,private,petrol,279,frequently,4296,3,9,4053
female,12,private,electric,115,frequently,6338,7,9,2068
female,1,private,diesel,294,very frequently,8037,7,8,4652
male,20,private,lpg,219,frequently,3349,2,8,3560
male,19,private,electric,185,never,1444,1,9,2491
male,2,walk/bicycle,,183,rarely,96,5,17,1425
male,16,public,,77,very frequently,542,1,20,3043
male,7,public,,71,never,426,5,23,1779
male,9,public,,250,very frequently,1964,7,2,2760
female,17,private,electric,72,very frequently,3238,1,11,2189
male,5,public,,131,rarely,205,7,23,1909
male,11,public,,261,never,1121,4,4,1821
female,2,walk/bicycle,,293,very frequently,68,2,1,2470
male,10,walk/bicycle,,238,very frequently,3,1,23,2720
male,6,walk/bicycle,,192,never,20,2,15,1592
male,23,walk/bicycle,,62,rarely,10,3,15,1255
male,10,walk/bicycle,,81,never,89,2,20,1558
female,13,private,petrol,230,very frequently,4268,4,24,3968
female,3,public,,58,frequently,1876,7,13,1723
male,10,public,,62,rarely,275,4,4,1309
female,3,public,,118,frequently,257,4,3,2187
female,2,walk/bicycle,,271,very frequently,61,6,16,2257
male,7,walk/bicycle,,52,frequently,82,6,12,2933
female,11,walk/bicycle,,162,never,34,6,10,1848
female,0,walk/bicycle,,270,very frequently,61,6,15,2926
female,18,public,,262,never,838,2,11,1344
male,0,public,,196,rarely,950,5,15,1607
female,15,private,petrol,114,rarely,8021,3,5,3426
male,1,walk/bicycle,,236,frequently,56,5,4,2614
female,1,private,lpg,97,never,5878,5,7,3370
female,12,walk/bicycle,,196,very frequently,95,3,4,1803
male,2,walk/bicycle,,64,very frequently,88,4,12,2601
female,5,walk/bicycle,,203,rarely,42,6,2,1766
male,9,public,,212,never,1050,4,9,1783
female,22,public,,100,frequently,1269,4,0,2100
male,17,private,petrol,272,rarely,3808,4,7,3434
female,5,walk/bicycle,,160,rarely,24,3,10,1724
female,9,private,diesel,58,never,1396,7,7,1033
male,0,public,,125,never,132,7,19,1128
female,7,public,,260,very frequently,1968,6,1,2243
male,22,private,petrol,82,very frequently,1048,1,14,2425
male,19,private,diesel,105,rarely,2936,6,22,2791
male,3,private,electric,103,very frequently,4792,1,1,2662
female,8,walk/bicycle,,204,rarely,82,6,18,1291
male,20,walk/bicycle,,165,never,1,5,0,1530
male,7,walk/bicycle,,180,rarely,21,1,24,1363
female,13,private,electric,128,rarely,9511,4,6,1797
male,13,public,,168,rarely,672,5,13,2084
female,19,public,,135,very frequently,292,6,17,2603
male,15,walk/bicycle,,209,never,33,4,17,1734
female,5,public,,285,frequently,465,6,15,1854
male,23,private,lpg,141,rarely,8034,6,19,4223
male,22,public,,261,frequently,1901,7,21,1790
female,10,private,petrol,145,never,4458,4,12,2021
male,11,private,diesel,171,frequently,9562,5,19,4300
male,11,walk/bicycle,,107,frequently,22,6,14,2706
male,1,walk/bicycle,,255,never,72,6,8,1495
male,0,private,petrol,140,rarely,7246,1,17,3757
female,1,private,lpg,212,very frequently,7840,4,12,3925
male,12,public,,150,never,434,1,16,1616
female,2,private,hybrid,158,very frequently,2052,3,0,2279
female,4,walk/bicycle,,279,rarely,54,2,9,1061
female,15,walk/bicycle,,147,frequently,29,3,17,1168
female,24,walk/bicycle,,215,rarely,4,3,3,1167
female,15,walk/bicycle,,272,very frequently,85,7,18,2672
female,19,private,petrol,118,never,5602,2,20,3094
male,0,walk/bicycle,,52,never,43,2,19,656
female,14,walk/bicycle,,69,very frequently,53,1,18,1943
female,22,private,electric,176,very frequently,8091,5,15,2728
male,2,public,,219,never,117,6,8,1501
male,4,public,,85,very frequently,136,1,15,2182
male,12,private,petrol,94,rarely,8522,1,18,4598
female,12,public,,230,very frequently,1877,5,3,2164
male,10,walk/bicycle,,114,rarely,38,1,14,1223
male,14,public,,97,rarely,542,4,21,1687
female,11,walk/bicycle,,272,frequently,37,4,15,2081
female,21,public,,261,very frequently,1843,6,10,2931
female,19,public,,201,rarely,880,5,15,1707
male,12,walk/bicycle,,256,very frequently,29,7,7,3343
female,11,public,,95,frequently,944,5,7,1654
male,14,private,diesel,219,rarely,5556,4,10,3114
male,15,walk/bicycle,,111,very frequently,39,2,1,2158
female,1,public,,222,never,1287,7,9,1410
female,5,public,,63,never,1778,7,6,1444
female,0,walk/bicycle,,52,never,6,5,18,723
male,13,public,,162,rarely,695,1,7,1651
female,0,walk/bicycle,,115,frequently,72,1,13,955
male,8,private,electric,144,frequently,4771,4,15,2014
male,21,private,petrol,147,never,8567,7,0,4994
female,23,walk/bicycle,,286,rarely,57,2,23,1767
male,7,walk/bicycle,,262,rarely,89,3,6,2686
male,24,public,,206,never,1067,2,13,1629
male,8,walk/bicycle,,50,never,3,7,22,1943
female,7,public,,65,never,1122,4,14,976
male,17,public,,281,never,1373,3,23,1714
female,22,private,petrol,187,very frequently,2847,4,16,3121
male,17,public,,181,rarely,1719,4,11,1681
male,15,private,diesel,58,rarely,3337,3,12,3361
female,2,private,hybrid,201,rarely,197,5,8,915
male,23,walk/bicycle,,98,frequently,92,3,15,2096
female,3,private,petrol,245,rarely,7070,4,5,3995
male,3,private,electric,215,never,681,1,1,1178
male,2,private,lpg,91,frequently,9245,1,5,4151
female,20,public,,179,never,1392,4,14,1936
female,23,private,hybrid,257,rarely,2663,4,20,1781
female,5,walk/bicycle,,99,frequently,88,4,7,1654
female,13,public,,51,very frequently,5,1,19,2188
male,0,private,petrol,264,rarely,6138,6,4,3647
male,24,public,,287,very frequently,1990,3,7,3758
male,4,walk/bicycle,,116,frequently,82,7,0,2061
male,12,public,,192,never,53,5,5,1635
female,7,public,,174,rarely,1714,1,19,884
female,6,private,diesel,255,frequently,6859,6,9,3895
female,7,public,,169,rarely,1957,2,16,1204
female,19,private,petrol,211,rarely,6087,2,10,3284
male,16,private,petrol,164,frequently,1810,3,13,3118
female,19,private,petrol,194,rarely,7666,6,6,4102
female,5,public,,199,rarely,877,3,13,1264
female,5,private,lpg,298,frequently,9075,6,20,3719
female,16,public,,262,never,489,5,8,1678
female,17,walk/bicycle,,51,very frequently,59,4,21,3140
male,2,public,,99,frequently,527,7,9,2201
male,17,public,,240,frequently,910,7,11,3184
male,0,private,petrol,261,rarely,174,6,12,2400
female,7,walk/bicycle,,178,never,96,7,2,1035
female,21,walk/bicycle,,128,frequently,47,7,2,3171
male,4,public,,181,very frequently,253,2,23,2472
female,3,public,,226,rarely,1637,6,13,1582
male,13,walk/bicycle,,78,rarely,82,6,11,1535
female,20,private,hybrid,188,very frequently,5156,7,19,4368
female,18,public,,167,never,207,6,8,1801
female,1,walk/bicycle,,248,very frequently,29,5,21,2875
female,20,private,electric,186,frequently,3197,7,12,2257
female,6,public,,205,very frequently,1445,5,15,3007
male,24,walk/bicycle,,284,very frequently,51,1,15,2840
male,6,private,petrol,81,rarely,6231,7,18,5952
male,6,private,diesel,74,rarely,2887,7,13,2224
male,2,private,hybrid,127,never,3749,4,9,2099
male,16,public,,239,frequently,667,7,6,2254
male,18,private,diesel,264,very frequently,7158,2,5,5920
female,0,private,diesel,249,never,7826,2,14,2352
male,24,public,,250,very frequently,1542,2,2,2563
male,10,walk/bicycle,,214,frequently,26,7,5,2059
female,2,walk/bicycle,,286,never,37,6,8,2283
female,12,walk/bicycle,,101,rarely,7,5,23,1070
female,7,public,,66,frequently,1178,1,24,1207
male,19,public,,120,rarely,1654,5,24,2443
male,0,private,petrol,280,very frequently,171,5,0,2751
female,16,private,electric,214,very frequently,3431,1,12,2477
female,24,walk/bicycle,,294,never,55,5,0,1296
male,8,public,,179,rarely,932,2,1,1061
female,18,walk/bicycle,,158,frequently,38,6,20,2110
male,10,walk/bicycle,,210,never,92,6,9,1293
male,7,public,,225,never,1228,3,16,1498
female,18,public,,191,never,1897,5,21,1642
male,3,private,diesel,77,very frequently,5221,4,23,4646
male,10,private,electric,248,rarely,5174,4,4,2009
female,18,public,,101,very frequently,1563,3,20,2970
male,5,public,,59,very frequently,1565,3,13,2363
male,10,private,electric,246,rarely,6693,5,0,1936
female,1,private,hybrid,179,frequently,4129,7,16,2393
male,10,private,lpg,66,very frequently,9460,6,1,5703
male,12,public,,210,rarely,1573,4,5,1864
female,21,public,,170,very frequently,1105,2,14,2254
female,2,walk/bicycle,,244,frequently,22,1,16,1934
female,11,public,,172,never,612,3,22,1332
male,20,public,,82,never,1940,4,13,2025
female,4,walk/bicycle,,126,frequently,15,7,22,1622
female,17,walk/bicycle,,101,rarely,47,1,7,1273
male,0,walk/bicycle,,214,frequently,21,1,15,1962
female,17,public,,155,very frequently,1926,3,12,1995
male,5,walk/bicycle,,251,rarely,19,3,23,1850
female,5,private,diesel,67,very frequently,1122,4,13,1866
male,16,walk/bicycle,,256,frequently,50,2,6,2035
female,6,private,lpg,75,very frequently,9525,7,0,4642
female,16,public,,188,very frequently,1660,5,24,2253
male,7,walk/bicycle,,255,very frequently,56,7,10,2752
male,5,private,hybrid,213,very frequently,8374,7,10,4578
female,12,public,,56,never,1466,1,4,886
male,19,private,diesel,247,frequently,325,5,5,2380
female,9,walk/bicycle,,288,very frequently,92,4,23,2526
female,12,public,,260,rarely,719,1,24,1582
female,1,walk/bicycle,,219,very frequently,3,1,14,1586
male,0,private,electric,91,frequently,1441,2,12,1803
male,1,walk/bicycle,,64,never,10,5,9,1280
female,21,private,lpg,279,frequently,6311,4,19,3752
male,23,walk/bicycle,,172,very frequently,64,7,0,3073
male,22,public,,283,never,1004,4,23,1905
male,5,public,,66,very frequently,1558,3,8,3264
female,1,public,,243,never,473,2,11,1212
male,15,public,,79,never,1943,3,15,1804
male,7,walk/bicycle,,117,never,64,3,24,1546
male,10,public,,279,rarely,1043,2,17,1339
female,1,public,,274,frequently,141,4,17,2100
female,4,walk/bicycle,,242,frequently,37,5,0,1778
male,7,public,,200,frequently,224,2,6,1319
female,7,public,,192,very frequently,884,5,10,2992
male,2,walk/bicycle,,169,very frequently,14,2,17,2623
female,2,public,,195,never,1644,5,9,1590
female,13,public,,278,rarely,238,1,12,1167
female,14,private,electric,59,never,4240,6,17,1050
male,7,public,,68,very frequently,1980,7,19,2452
male,10,walk/bicycle,,199,frequently,54,1,17,1296
female,8,walk/bicycle,,52,frequently,95,4,6,1085
male,7,private,petrol,282,frequently,5038,4,6,4085
male,24,walk/bicycle,,203,frequently,48,4,9,1426
male,13,walk/bicycle,,140,never,90,5,20,1615
female,2,public,,225,rarely,1730,2,9,1145
male,10,walk/bicycle,,217,never,98,6,1,1698
male,10,walk/bicycle,,86,rarely,75,5,14,1554
female,20,walk/bicycle,,277,never,7,3,15,1418
female,4,public,,146,never,822,3,7,1226
male,18,walk/bicycle,,111,frequently,3,5,10,2664
female,6,walk/bicycle,,277,rarely,7,5,3,1338
male,22,public,,299,rarely,1981,1,6,1651
male,14,walk/bicycle,,219,very frequently,45,4,7,2996
male,6,private,hybrid,150,frequently,3233,4,0,2923
female,8,public,,293,very frequently,1697,4,15,3904
male,24,walk/bicycle,,262,very frequently,94,2,20,2675
male,1,walk/bicycle,,172,very frequently,88,3,0,2778
male,3,public,,278,never,512,7,7,1842
female,14,public,,105,rarely,696,1,16,1349
female,1,walk/bicycle,,69,never,7,7,8,1638
male,18,private,petrol,91,very frequently,2416,5,13,4267
male,20,private,diesel,167,very frequently,9315,7,17,6142
female,10,walk/bicycle,,63,very frequently,46,5,11,2631
male,13,public,,154,frequently,196,4,15,2176
male,7,walk/bicycle,,166,frequently,58,2,12,1279
female,24,walk/bicycle,,207,frequently,43,4,13,2666
female,24,public,,104,frequently,1445,2,4,2022
female,3,private,lpg,118,very frequently,725,5,11,2183
male,5,walk/bicycle,,245,frequently,73,3,23,2322
male,4,walk/bicycle,,290,never,70,5,0,1383
male,3,walk/bicycle,,167,frequently,13,2,17,1350
male,12,private,electric,293,frequently,5917,5,2,1671
female,21,walk/bicycle,,273,rarely,81,3,2,1929
female,6,public,,105,frequently,334,3,0,2065
male,3,private,diesel,284,never,6580,4,13,3759
female,19,public,,99,frequently,1653,6,14,2804
female,9,walk/bicycle,,170,frequently,54,7,17,1854
male,17,private,hybrid,284,never,2824,2,23,2259
male,3,private,hybrid,258,frequently,4019,3,4,2429
female,11,walk/bicycle,,158,rarely,8,1,17,1662
female,4,public,,103,frequently,1888,2,7,1600
female,8,walk/bicycle,,266,never,45,4,12,819
female,3,walk/bicycle,,88,never,63,3,5,1201
female,1,private,hybrid,266,rarely,452,1,3,1161
female,16,walk/bicycle,,148,very frequently,57,4,4,2553
male,0,walk/bicycle,,83,very frequently,25,1,3,1856
male,3,walk/bicycle,,176,frequently,95,7,6,2791
female,6,walk/bicycle,,222,rarely,95,1,8,1111
female,11,walk/bicycle,,231,frequently,60,5,21,2000
male,11,private,lpg,138,never,3106,2,1,1918
male,12,walk/bicycle,,112,rarely,64,6,22,1622
female,22,private,electric,144,never,6809,3,19,1368
male,11,private,electric,242,very frequently,8258,6,1,2887
male,3,walk/bicycle,,148,rarely,59,2,10,1674
male,24,public,,151,never,1005,1,22,1664
female,6,walk/bicycle,,129,frequently,64,6,6,1902
female,17,private,hybrid,62,never,4110,4,14,2102
female,9,public,,72,very frequently,701,1,22,2219
female,4,walk/bicycle,,76,very frequently,0,3,15,2246
male,20,private,hybrid,296,rarely,1194,6,11,2671
female,15,private,lpg,247,frequently,942,2,12,1812
male,15,public,,141,frequently,882,7,10,3293
male,24,private,diesel,276,never,4870,6,23,2830
male,14,walk/bicycle,,111,very frequently,61,6,17,2483
female,18,walk/bicycle,,231,very frequently,70,7,21,2755
male,12,walk/bicycle,,247,frequently,59,1,11,1688
female,10,private,hybrid,173,rarely,179,6,13,1386
female,8,public,,173,rarely,736,1,4,1768
female,3,private,electric,166,very frequently,9191,7,22,2369
female,15,walk/bicycle,,280,never,34,3,6,1539
female,20,private,petrol,100,frequently,7319,7,5,4087
female,23,walk/bicycle,,293,very frequently,12,1,0,1916
female,4,walk/bicycle,,129,rarely,76,2,21,1017
male,11,walk/bicycle,,287,frequently,31,7,18,2645
female,2,private,lpg,130,rarely,357,4,20,1596
male,15,public,,168,frequently,1962,4,19,1840
female,7,private,lpg,297,never,4733,2,16,2356
male,17,public,,222,very frequently,1869,5,24,3941
female,14,public,,122,frequently,788,4,18,1675
female,7,private,petrol,96,frequently,5016,3,22,3704
female,1,private,electric,280,rarely,1427,7,20,1214
male,15,walk/bicycle,,225,very frequently,72,7,11,4102
female,0,walk/bicycle,,150,never,91,5,16,1482
male,23,public,,277,frequently,205,5,16,1704
female,12,private,petrol,177,frequently,7366,4,14,5254
female,21,private,hybrid,76,never,5816,5,12,1696
male,1,walk/bicycle,,85,never,21,7,7,1300
male,19,private,diesel,216,very frequently,2222,7,11,5150
female,6,walk/bicycle,,200,never,20,3,24,1238
male,5,walk/bicycle,,222,very frequently,82,3,24,2876
female,24,public,,94,frequently,1240,3,7,1468
female,23,public,,272,rarely,1931,1,11,1625
male,22,private,lpg,130,rarely,664,7,20,1996
female,17,private,diesel,110,frequently,8246,2,5,4099
male,0,public,,290,rarely,37,2,21,1255
male,0,private,electric,181,rarely,6159,2,21,1432
female,21,private,hybrid,127,never,9131,4,16,3234
female,18,public,,174,rarely,337,3,10,1163
female,8,walk/bicycle,,268,frequently,98,5,22,2678
male,22,private,electric,176,rarely,9197,6,11,2366
female,17,public,,289,frequently,1043,4,12,1532
male,22,public,,52,very frequently,421,2,11,3301
male,7,walk/bicycle,,66,very frequently,30,2,13,2233
male,11,walk/bicycle,,155,frequently,28,2,5,2271
male,24,walk/bicycle,,230,very frequently,78,7,15,3371
male,8,public,,205,rarely,1044,1,13,1220
male,18,private,petrol,208,very frequently,5000,2,18,4219
male,9,private,diesel,203,very frequently,2948,1,9,4061
female,3,walk/bicycle,,123,very frequently,40,5,23,2926
male,22,private,electric,59,rarely,5469,2,2,1601
female,18,public,,132,very frequently,1863,7,14,2562
female,18,private,diesel,273,very frequently,8263,6,16,4726
male,19,private,petrol,105,rarely,9616,6,23,5314
female,11,public,,275,never,685,5,20,1934
male,12,public,,50,rarely,1791,7,6,2061
male,3,public,,120,never,722,2,6,1084
female,17,public,,259,rarely,870,5,1,1198
male,20,private,diesel,51,rarely,7961,7,4,4159
female,10,private,lpg,235,very frequently,7713,1,0,3599
male,13,walk/bicycle,,169,never,56,4,23,1728
female,3,walk/bicycle,,67,very frequently,4,5,8,2340
female,8,private,electric,219,rarely,5788,3,11,1172
male,14,walk/bicycle,,80,rarely,42,7,13,1566
male,13,public,,175,never,1772,6,9,1983
male,12,public,,134,rarely,123,4,1,956
female,8,private,diesel,75,very frequently,3782,7,22,3207
female,5,walk/bicycle,,244,never,80,4,5,611
male,11,private,diesel,160,never,2323,6,3,2079
male,17,private,diesel,203,never,6081,7,6,2803
female,17,walk/bicycle,,257,rarely,1,2,17,1389
male,11,private,petrol,238,never,5192,6,13,4276
male,24,private,hybrid,243,frequently,7794,5,7,3339
male,17,walk/bicycle,,150,very frequently,97,1,8,2491
female,9,public,,228,never,84,2,8,1183
female,23,public,,133,very frequently,911,1,23,2048
female,12,private,lpg,249,very frequently,2856,7,21,3522
female,1,public,,53,frequently,1600,4,19,1447
female,12,public,,273,frequently,1480,6,16,2093
male,2,private,petrol,216,never,2243,2,0,1761
female,14,private,hybrid,180,never,8904,2,12,2235
female,3,walk/bicycle,,161,frequently,15,2,18,1825
male,1,public,,232,never,1152,3,0,1765
male,2,public,,108,never,1636,1,4,1423
female,9,public,,279,very frequently,918,1,15,2956
male,8,walk/bicycle,,68,frequently,4,3,1,1554
female,21,public,,191,never,1381,3,11,1352
female,3,private,petrol,121,frequently,3436,7,21,2785
female,2,public,,287,very frequently,1678,5,4,3019
female,15,walk/bicycle,,58,frequently,26,6,6,1420
female,15,public,,219,never,576,7,19,1389
female,6,private,hybrid,231,very frequently,5177,2,5,3238
male,13,walk/bicycle,,131,very frequently,90,4,3,3781
male,0,walk/bicycle,,168,never,20,1,15,946
male,4,public,,134,never,180,2,14,1338
male,5,walk/bicycle,,103,rarely,7,4,1,924
male,21,walk/bicycle,,166,never,2,5,22,2787
male,10,public,,217,rarely,381,4,15,2187
female,23,public,,190,never,959,7,5,1361
female,24,public,,284,very frequently,1563,1,6,2744
female,20,walk/bicycle,,125,never,21,2,1,917
male,21,public,,96,rarely,389,2,15,1683
female,15,walk/bicycle,,261,rarely,68,2,24,1395
male,7,private,lpg,268,very frequently,8277,3,10,4584
female,8,walk/bicycle,,116,never,40,7,22,1790
male,15,public,,262,never,1463,3,4,609
male,1,public,,175,frequently,1234,4,7,2286
female,0,public,,182,rarely,1783,3,11,1618
male,6,private,lpg,272,never,7003,2,18,3310
female,6,private,hybrid,64,very frequently,9787,4,5,3277
female,12,walk/bicycle,,200,frequently,91,4,2,1654
male,21,private,electric,128,frequently,5997,1,21,1547
female,19,private,diesel,50,very frequently,8394,5,10,3812
female,3,private,electric,242,never,7755,6,17,1367
male,9,private,petrol,263,frequently,3841,1,1,3824
female,17,private,petrol,270,never,9819,4,5,4086
male,19,walk/bicycle,,272,rarely,14,4,19,1341
female,3,private,electric,174,rarely,6440,3,5,1373
male,17,walk/bicycle,,105,rarely,49,5,7,1737
male,10,public,,118,very frequently,1727,5,20,2702
male,14,public,,98,never,346,2,9,1532
male,13,private,diesel,64,very frequently,454,3,16,3311
female,16,private,diesel,77,frequently,3349,5,10,2189
male,4,private,hybrid,182,never,6445,4,6,3095
female,6,private,petrol,241,rarely,7994,5,0,4492
female,6,walk/bicycle,,123,rarely,66,6,15,1072
male,24,private,petrol,112,very frequently,49,1,14,2529
female,14,private,lpg,283,rarely,441,7,2,1693
female,18,walk/bicycle,,60,very frequently,38,5,15,2228
male,24,public,,250,never,1493,4,16,1928
male,13,private,lpg,60,frequently,8676,2,11,4606
female,2,private,hybrid,75,frequently,8074,1,11,2523
male,5,walk/bicycle,,78,never,39,5,20,1301
male,6,public,,233,never,710,4,19,2244
male,7,walk/bicycle,,129,very frequently,98,4,5,2774
male,16,walk/bicycle,,189,never,36,7,13,1172
female,18,walk/bicycle,,88,rarely,31,2,21,1155
male,1,walk/bicycle,,273,never,38,3,8,1890
male,7,public,,91,very frequently,1206,4,7,3620
female,11,public,,109,very frequently,52,7,13,2427
female,18,private,lpg,186,rarely,9244,2,13,3876
male,12,walk/bicycle,,137,rarely,13,6,5,1980
male,20,public,,226,rarely,1594,5,2,2247
male,22,private,diesel,257,very frequently,1722,2,13,2408
male,22,private,lpg,153,very frequently,7762,6,7,5500
male,10,walk/bicycle,,215,very frequently,46,3,2,3558
male,15,private,lpg,218,very frequently,8716,4,14,5236
male,12,public,,54,very frequently,68,1,17,2737
male,11,public,,193,rarely,304,3,22,1705
male,4,walk/bicycle,,69,frequently,65,5,15,1363
female,4,walk/bicycle,,275,never,82,1,21,730
female,24,private,diesel,156,very frequently,862,4,16,3114
